timestamp,ftr_vector
159.6299999999998,[-0.0825780984298]
159.6399999999998,[0.373648310931]
159.64999999999978,[-0.00227500955107]
159.65999999999977,[0.0567188775365]
159.66999999999976,[-0.0342828395995]
159.67999999999975,[-0.0534343851142]
159.68999999999974,[-0.284534171391]
159.69999999999973,[0.0718917479965]
159.70999999999972,[0.0229157833434]
159.71999999999971,[-2.03362223702]
159.7299999999997,[0.086873741696]
159.7399999999997,[-0.226558435039]
159.7499999999997,[0.0699641546508]
159.75999999999968,[-0.329531947435]
159.76999999999967,[0.0276600777315]
159.77999999999966,[0.126519586465]
159.78999999999965,[-0.213502570067]
159.79999999999964,[0.102402801608]
159.80999999999963,[-0.135499791192]
159.81999999999962,[-0.214294646253]
159.82999999999961,[-0.0575024765674]
159.8399999999996,[0.211962294225]
159.8499999999996,[0.150382119261]
159.8599999999996,[0.192750156799]
159.86999999999958,[-0.324402581148]
159.87999999999957,[-0.553786802367]
159.88999999999956,[-1.03212607732]
159.89999999999955,[-0.211284304149]
159.90999999999954,[-0.123919397783]
159.91999999999953,[-0.266892758957]
159.92999999999952,[-0.050648922189]
159.93999999999951,[0.207391460682]
159.9499999999995,[0.193127700437]
159.9599999999995,[0.14132010985]
159.9699999999995,[0.222309932014]
159.97999999999948,[-0.215552095031]
159.98999999999947,[-0.390972229371]
159.99999999999946,[-0.0370536428015]
160.00999999999945,[-0.247484028015]
160.01999999999944,[0.158080779988]
160.02999999999943,[-0.146830293275]
160.03999999999942,[-0.242028970433]
160.04999999999941,[0.0602162975963]
160.0599999999994,[-0.0150270565945]
160.0699999999994,[0.0816408098979]
160.0799999999994,[-0.201061339901]
160.08999999999938,[0.150884664218]
160.09999999999937,[-0.154024526652]
160.10999999999936,[-0.367106115438]
160.11999999999935,[-0.15222765307]
160.12999999999934,[-0.291891047896]
160.13999999999933,[0.0327185540431]
160.14999999999932,[-0.207904100535]
160.15999999999931,[-0.129503444974]
160.1699999999993,[-0.116508527164]
160.1799999999993,[-0.0752294632]
160.1899999999993,[-0.250306218009]
160.19999999999928,[0.0612159116349]
160.20999999999927,[-0.0255378403324]
160.21999999999926,[-0.0407762892553]
160.22999999999925,[0.156149603943]
160.23999999999924,[0.0997436498107]
160.24999999999923,[-0.283267732712]
160.25999999999922,[0.0321442252299]
160.26999999999921,[-0.331153035069]
160.2799999999992,[0.0305490985771]
160.2899999999992,[0.235614100096]
160.2999999999992,[-0.517208042765]
160.30999999999918,[-0.266413064642]
160.31999999999917,[0.26908588033]
160.32999999999916,[-0.116116171276]
160.33999999999915,[0.301407419007]
160.34999999999914,[-0.244392974296]
160.35999999999913,[0.137419739093]
160.36999999999912,[-0.0637375331584]
160.37999999999911,[0.00235220973058]
160.3899999999991,[-0.012326902531]
160.3999999999991,[0.0393119201065]
160.4099999999991,[0.0632835471438]
160.41999999999908,[0.333211599597]
160.42999999999907,[-0.184835119624]
160.43999999999906,[0.0821681454794]
160.44999999999905,[0.11089507204]
160.45999999999904,[-3.08165759998]
160.46999999999903,[0.00447660385963]
160.47999999999902,[0.104413480086]
160.48999999999901,[-0.16547241382]
160.499999999999,[-0.0587158806537]
